Duration,Start date,Start terminal,End terminal,Subscription Type
0h 4m 29s,7/1/2014 6:56,31257,31220,Registered
0h 14m 11s,7/1/2014 6:56,31263,31259,Casual
0h 5m 48s,7/1/2014 6:56,31266,31212,Registered
0h 4m 53s,7/1/2014 6:56,31265,31230,Registered
0h 4m 39s,7/1/2014 6:56,31629,31613,Registered
0h 10m 27s,7/1/2014 6:56,31628,31621,Registered
0h 6m 17s,7/1/2014 6:56,31101,31254,Registered
0h 4m 54s,7/1/2014 6:56,31629,31613,Registered
0h 0m 1s,7/1/2014 6:56,31505,31505,Registered
0h 8m 9s,7/1/2014 6:56,31109,31229,Registered
0h 6m 43s,7/1/2014 6:56,31101,31241,Registered
0h 8m 21s,7/1/2014 6:57,31505,31623,Registered
0h 11m 27s,7/1/2014 6:57,31509,31238,Registered
0h 6m 17s,7/1/2014 6:57,31107,31400,Registered
0h 2m 42s,7/1/2014 6:57,31216,31230,Registered
0h 19m 58s,7/1/2014 6:57,31501,31202,Registered
0h 6m 23s,7/1/2014 6:57,31104,31200,Registered
0h 12m 11s,7/1/2014 6:57,31202,31624,Registered
0h 2m 31s,7/1/2014 6:57,31107,31602,Casual
0h 8m 1s,7/1/2014 6:58,31622,31623,Registered
0h 38m 43s,7/1/2014 6:58,31602,31005,Registered
0h 29m 26s,7/1/2014 6:58,31027,31020,Casual
0h 27m 16s,7/1/2014 6:58,31104,31008,Registered
0h 10m 9s,7/1/2014 6:58,31117,31233,Registered
0h 16m 21s,7/1/2014 6:58,31627,31635,Registered
0h 6m 29s,7/1/2014 6:58,31615,31623,Registered
0h 3m 14s,7/1/2014 6:58,31612,31623,Registered
0h 10m 59s,7/1/2014 6:58,31623,31244,Registered
0h 4m 5s,7/1/2014 6:58,31514,31504,Registered
0h 9m 0s,7/1/2014 6:58,31229,31262,Registered
0h 7m 36s,7/1/2014 6:59,31633,31273,Registered
0h 7m 48s,7/1/2014 6:59,31623,31217,Registered
0h 8m 40s,7/1/2014 6:59,31110,31241,Registered
0h 10m 38s,7/1/2014 6:59,31265,31213,Registered
0h 6m 10s,7/1/2014 6:59,31003,31004,Registered
0h 5m 48s,7/1/2014 6:59,31117,31268,Registered
0h 16m 13s,7/1/2014 6:59,31268,31604,Registered
0h 3m 48s,7/1/2014 6:59,31119,31268,Registered
0h 4m 3s,7/1/2014 6:59,31312,31236,Registered
0h 25m 21s,7/1/2014 6:59,31241,31003,Registered
0h 14m 36s,7/1/2014 6:59,31306,31252,Registered
0h 22m 59s,7/1/2014 6:59,31602,31623,Registered
0h 6m 29s,7/1/2014 7:00,31221,31110,Registered
0h 3m 34s,7/1/2014 7:00,31612,31623,Registered
0h 4m 57s,7/1/2014 7:00,31619,31613,Registered
0h 7m 43s,7/1/2014 7:00,31624,31231,Registered
0h 11m 21s,7/1/2014 7:00,31623,31217,Registered
0h 6m 29s,7/1/2014 7:00,31614,31623,Registered
0h 6m 33s,7/1/2014 7:00,31600,31251,Registered
0h 3m 58s,7/1/2014 7:01,31030,31017,Registered
0h 12m 10s,7/1/2014 7:01,31220,31272,Registered
0h 9m 21s,7/1/2014 7:01,31218,31273,Registered
0h 11m 23s,7/1/2014 7:01,31107,31212,Registered
0h 9m 9s,7/1/2014 7:01,31600,31213,Registered
0h 6m 28s,7/1/2014 7:01,31212,31241,Registered
0h 22m 5s,7/1/2014 7:01,31630,31261,Registered
0h 8m 33s,7/1/2014 7:02,31225,31257,Registered
0h 5m 24s,7/1/2014 7:02,31200,31203,Registered
0h 6m 17s,7/1/2014 7:02,31111,31110,Registered
0h 6m 40s,7/1/2014 7:02,31609,31243,Registered
0h 8m 12s,7/1/2014 7:02,31509,31265,Registered
0h 15m 16s,7/1/2014 7:02,31258,31637,Registered
0h 6m 7s,7/1/2014 7:02,31229,31213,Registered
0h 2m 42s,7/1/2014 7:02,31213,31254,Registered
0h 19m 11s,7/1/2014 7:02,31108,31242,Registered
0h 21m 33s,7/1/2014 7:02,31400,31220,Registered
0h 12m 56s,7/1/2014 7:03,31623,31208,Registered
0h 12m 1s,7/1/2014 7:03,31034,31077,Registered
0h 4m 41s,7/1/2014 7:03,31007,31009,Registered
0h 5m 9s,7/1/2014 7:03,31310,31300,Registered
0h 12m 49s,7/1/2014 7:03,31631,31256,Registered
0h 7m 27s,7/1/2014 7:03,31116,31111,Registered
0h 6m 17s,7/1/2014 7:03,31039,31069,Registered
0h 9m 10s,7/1/2014 7:03,31110,31206,Registered
0h 9m 57s,7/1/2014 7:03,31502,31603,Registered
0h 8m 9s,7/1/2014 7:03,31623,31218,Registered
0h 7m 35s,7/1/2014 7:04,31631,31631,Registered
0h 21m 28s,7/1/2014 7:04,31401,31228,Registered
0h 5m 14s,7/1/2014 7:04,31228,31218,Registered
0h 3m 28s,7/1/2014 7:04,31012,31002,Registered
0h 0m 3s,7/1/2014 7:04,31239,31239,Registered
0h 4m 48s,7/1/2014 7:04,31607,31613,Registered
0h 5m 58s,7/1/2014 7:04,31203,31223,Registered
0h 4m 44s,7/1/2014 7:04,31266,31227,Registered
0h 5m 29s,7/1/2014 7:04,31201,31234,Registered
0h 14m 39s,7/1/2014 7:04,31245,31254,Registered
0h 7m 17s,7/1/2014 7:05,31506,31223,Registered
0h 14m 44s,7/1/2014 7:05,31109,31252,Registered
0h 19m 17s,7/1/2014 7:05,31306,31213,Registered
0h 12m 2s,7/1/2014 7:05,31268,31224,Registered
0h 14m 3s,7/1/2014 7:05,31117,31312,Registered
0h 11m 17s,7/1/2014 7:05,31032,31015,Registered
0h 5m 4s,7/1/2014 7:05,31103,31121,Registered
0h 15m 13s,7/1/2014 7:05,31226,31254,Registered
0h 17m 7s,7/1/2014 7:05,31255,31103,Registered
0h 18m 29s,7/1/2014 7:05,31608,31249,Registered
0h 13m 36s,7/1/2014 7:05,31636,31233,Registered
0h 17m 45s,7/1/2014 7:05,31611,31232,Registered
0h 32m 32s,7/1/2014 7:06,31072,31249,Registered
0h 5m 25s,7/1/2014 7:06,31105,31268,Registered
0h 11m 10s,7/1/2014 7:06,31625,31623,Registered
0h 4m 0s,7/1/2014 7:06,31636,31223,Registered
0h 8m 3s,7/1/2014 7:06,31110,31242,Registered
0h 17m 11s,7/1/2014 7:06,31611,31232,Casual
0h 10m 9s,7/1/2014 7:06,31243,31613,Registered
0h 21m 0s,7/1/2014 7:06,31028,31258,Registered
0h 12m 54s,7/1/2014 7:06,31406,31201,Registered
0h 17m 39s,7/1/2014 7:06,31513,31216,Registered
0h 8m 31s,7/1/2014 7:07,31204,31216,Registered
0h 5m 53s,7/1/2014 7:07,31214,31213,Registered
0h 6m 33s,7/1/2014 7:07,31622,31623,Registered
0h 26m 48s,7/1/2014 7:07,31508,31233,Registered
0h 3m 29s,7/1/2014 7:07,31238,31620,Registered
0h 9m 0s,7/1/2014 7:07,31612,31623,Registered
0h 27m 15s,7/1/2014 7:07,31626,31213,Registered
0h 10m 28s,7/1/2014 7:07,31511,31505,Registered
0h 41m 0s,7/1/2014 7:07,31628,31610,Registered
0h 8m 34s,7/1/2014 7:07,31630,31623,Registered
0h 16m 52s,7/1/2014 7:07,31305,31212,Registered
0h 8m 26s,7/1/2014 7:08,31266,31101,Registered
0h 20m 54s,7/1/2014 7:08,31115,31220,Registered
0h 22m 15s,7/1/2014 7:08,31108,31014,Registered
0h 13m 32s,7/1/2014 7:08,31306,31239,Casual
0h 9m 17s,7/1/2014 7:08,31101,31212,Registered
0h 7m 47s,7/1/2014 7:08,31623,31633,Registered
0h 3m 17s,7/1/2014 7:08,31208,31635,Registered
0h 9m 28s,7/1/2014 7:08,31116,31213,Registered
0h 13m 14s,7/1/2014 7:08,31602,31200,Registered
0h 11m 19s,7/1/2014 7:09,31623,31248,Casual
0h 5m 57s,7/1/2014 7:09,31008,31011,Registered
0h 25m 28s,7/1/2014 7:09,31066,31240,Registered
0h 11m 41s,7/1/2014 7:09,31229,31268,Registered
0h 8m 39s,7/1/2014 7:09,31623,31244,Registered
0h 11m 14s,7/1/2014 7:09,31121,31224,Registered
0h 14m 47s,7/1/2014 7:10,31623,31204,Registered
0h 9m 20s,7/1/2014 7:10,31623,31244,Registered
0h 3m 14s,7/1/2014 7:10,31613,31635,Registered
0h 10m 38s,7/1/2014 7:10,31623,31251,Registered
0h 12m 57s,7/1/2014 7:10,31623,31217,Registered
0h 4m 16s,7/1/2014 7:10,31216,31231,Registered
0h 38m 42s,7/1/2014 7:10,31241,31002,Casual
0h 13m 31s,7/1/2014 7:10,31623,31231,Registered
0h 15m 21s,7/1/2014 7:10,31508,31230,Registered
0h 11m 20s,7/1/2014 7:10,31623,31634,Registered
0h 17m 20s,7/1/2014 7:10,31513,31233,Registered
0h 9m 44s,7/1/2014 7:10,31503,31228,Registered
0h 3m 41s,7/1/2014 7:10,31035,31024,Registered
0h 10m 51s,7/1/2014 7:10,31114,31241,Registered
0h 15m 29s,7/1/2014 7:10,31103,31231,Registered
0h 6m 52s,7/1/2014 7:11,31116,31212,Registered
0h 2m 13s,7/1/2014 7:11,32000,32048,Registered
0h 11m 3s,7/1/2014 7:11,31268,31231,Registered
0h 13m 47s,7/1/2014 7:11,31109,31242,Registered
0h 2m 24s,7/1/2014 7:11,31624,31621,Registered
0h 15m 5s,7/1/2014 7:11,31006,31010,Registered
0h 4m 9s,7/1/2014 7:12,31238,31228,Registered
0h 7m 41s,7/1/2014 7:12,31065,31022,Casual
0h 24m 58s,7/1/2014 7:12,31606,31506,Registered
0h 11m 9s,7/1/2014 7:12,31266,31204,Registered
0h 5m 59s,7/1/2014 7:12,31241,31242,Registered
0h 18m 10s,7/1/2014 7:12,31257,31247,Casual
0h 15m 23s,7/1/2014 7:12,31220,31228,Registered
0h 20m 36s,7/1/2014 7:12,31614,31262,Registered
0h 7m 0s,7/1/2014 7:12,31101,31200,Registered
0h 3m 48s,7/1/2014 7:13,31118,31109,Registered
0h 29m 32s,7/1/2014 7:13,31024,31231,Registered
0h 15m 11s,7/1/2014 7:13,31257,31247,Casual
0h 0m 3s,7/1/2014 7:13,31612,31612,Registered
0h 33m 33s,7/1/2014 7:13,31613,31221,Registered
0h 16m 58s,7/1/2014 7:13,31619,31263,Registered
0h 9m 48s,7/1/2014 7:13,31612,31620,Registered
0h 0m 4s,7/1/2014 7:13,31212,31212,Registered
0h 8m 26s,7/1/2014 7:13,31230,31217,Registered
0h 6m 48s,7/1/2014 7:13,31229,31213,Registered
0h 10m 34s,7/1/2014 7:13,31119,31254,Registered
0h 5m 16s,7/1/2014 7:13,31007,31009,Registered
0h 4m 7s,7/1/2014 7:13,31029,31017,Registered
0h 14m 36s,7/1/2014 7:14,31102,31239,Registered
0h 6m 45s,7/1/2014 7:14,31243,31265,Registered
0h 6m 3s,7/1/2014 7:14,31251,31242,Registered
0h 5m 41s,7/1/2014 7:14,31224,31254,Registered
0h 3m 59s,7/1/2014 7:14,31205,31221,Registered
0h 10m 32s,7/1/2014 7:14,31223,31234,Registered
0h 4m 15s,7/1/2014 7:14,31203,31200,Registered
0h 3m 7s,7/1/2014 7:14,31262,31219,Registered
0h 5m 6s,7/1/2014 7:15,31234,31241,Registered
0h 5m 36s,7/1/2014 7:15,31116,31121,Registered
0h 18m 10s,7/1/2014 7:15,31616,31207,Registered
0h 9m 12s,7/1/2014 7:15,31110,31201,Registered
0h 12m 14s,7/1/2014 7:15,31271,31238,Registered
0h 2m 11s,7/1/2014 7:15,31017,31029,Registered
0h 15m 1s,7/1/2014 7:15,31623,31241,Registered
0h 22m 8s,7/1/2014 7:15,31077,31011,Registered
0h 16m 33s,7/1/2014 7:15,31401,31213,Registered
0h 18m 21s,7/1/2014 7:15,31612,31235,Registered
0h 5m 0s,7/1/2014 7:16,31202,31200,Registered
0h 13m 16s,7/1/2014 7:16,31114,31227,Registered
0h 9m 9s,7/1/2014 7:16,31600,31242,Registered
0h 6m 57s,7/1/2014 7:16,31266,31233,Registered
0h 25m 46s,7/1/2014 7:16,31500,31224,Registered
0h 3m 3s,7/1/2014 7:16,31225,31246,Registered
0h 14m 7s,7/1/2014 7:16,31221,31236,Registered
0h 6m 47s,7/1/2014 7:16,31110,31213,Registered
0h 13m 24s,7/1/2014 7:16,31218,31242,Registered
0h 6m 11s,7/1/2014 7:16,31119,31241,Registered
0h 6m 5s,7/1/2014 7:16,31119,31241,Registered
0h 5m 7s,7/1/2014 7:16,31308,31301,Registered
0h 5m 16s,7/1/2014 7:16,31621,31272,Registered
0h 9m 12s,7/1/2014 7:17,31618,31243,Registered
0h 9m 36s,7/1/2014 7:17,31632,31623,Registered
0h 10m 32s,7/1/2014 7:17,31109,31200,Registered
0h 17m 14s,7/1/2014 7:17,31302,31201,Registered
0h 9m 32s,7/1/2014 7:17,31632,31623,Registered
0h 13m 4s,7/1/2014 7:17,31602,31250,Registered
0h 10m 27s,7/1/2014 7:17,31618,31230,Registered
0h 13m 35s,7/1/2014 7:17,31108,31261,Registered
0h 2m 58s,7/1/2014 7:17,31007,31012,Registered
0h 8m 51s,7/1/2014 7:17,31214,31238,Registered
0h 8m 19s,7/1/2014 7:17,31225,31014,Registered
0h 3m 43s,7/1/2014 7:17,31047,31043,Registered
0h 11m 35s,7/1/2014 7:17,31118,31200,Registered
0h 24m 20s,7/1/2014 7:17,31407,31600,Registered
0h 14m 14s,7/1/2014 7:17,31606,31108,Registered
0h 5m 47s,7/1/2014 7:17,31606,31625,Casual
0h 15m 26s,7/1/2014 7:17,31634,31622,Registered
0h 4m 38s,7/1/2014 7:17,31114,31200,Registered
0h 8m 6s,7/1/2014 7:17,31202,31233,Registered
0h 18m 32s,7/1/2014 7:17,31115,31247,Registered
0h 27m 16s,7/1/2014 7:18,31202,31308,Registered
0h 18m 30s,7/1/2014 7:18,31202,31236,Registered
0h 15m 25s,7/1/2014 7:18,31268,31259,Registered
0h 17m 27s,7/1/2014 7:18,31114,31219,Registered
0h 11m 28s,7/1/2014 7:18,31268,31206,Registered
0h 6m 55s,7/1/2014 7:18,31241,31232,Registered
0h 1m 17s,7/1/2014 7:18,31223,31223,Registered
0h 9m 12s,7/1/2014 7:18,31103,31212,Registered
0h 4m 37s,7/1/2014 7:18,31044,31048,Registered
0h 19m 35s,7/1/2014 7:18,31302,31212,Registered
0h 5m 53s,7/1/2014 7:18,31213,31214,Registered
0h 17m 49s,7/1/2014 7:18,31212,31633,Registered
0h 7m 29s,7/1/2014 7:18,32024,31408,Registered
0h 7m 11s,7/1/2014 7:19,31103,31110,Registered
0h 2m 42s,7/1/2014 7:19,31104,31114,Registered
0h 41m 43s,7/1/2014 7:19,31515,31272,Registered
0h 4m 15s,7/1/2014 7:19,31230,31222,Registered
0h 8m 29s,7/1/2014 7:19,31014,31312,Registered
0h 3m 38s,7/1/2014 7:19,31214,31201,Registered
0h 6m 21s,7/1/2014 7:19,31268,31229,Registered
0h 6m 33s,7/1/2014 7:19,31228,31266,Casual
0h 23m 20s,7/1/2014 7:19,31306,31254,Casual
0h 6m 54s,7/1/2014 7:19,31269,31614,Registered
0h 10m 38s,7/1/2014 7:19,31506,31263,Registered
0h 15m 11s,7/1/2014 7:19,31258,31232,Registered
0h 5m 41s,7/1/2014 7:20,31214,31250,Registered
0h 4m 56s,7/1/2014 7:20,31101,31201,Registered
0h 11m 56s,7/1/2014 7:20,31241,31220,Registered
0h 2m 58s,7/1/2014 7:20,31110,31200,Registered
0h 4m 57s,7/1/2014 7:20,31619,31613,Registered
0h 3m 38s,7/1/2014 7:20,31619,31613,Registered
0h 14m 54s,7/1/2014 7:20,31234,31105,Registered
0h 20m 39s,7/1/2014 7:20,31307,31603,Registered
0h 16m 17s,7/1/2014 7:20,31508,31212,Registered
0h 3m 54s,7/1/2014 7:20,31077,31014,Registered
0h 2m 43s,7/1/2014 7:20,31104,31121,Registered
0h 5m 58s,7/1/2014 7:21,31614,31623,Registered
0h 6m 15s,7/1/2014 7:21,31200,31202,Registered
0h 13m 31s,7/1/2014 7:21,31617,31272,Registered
0h 20m 6s,7/1/2014 7:21,31513,31219,Registered
0h 29m 38s,7/1/2014 7:21,31805,31218,Registered
0h 6m 6s,7/1/2014 7:21,31630,31606,Registered
0h 11m 30s,7/1/2014 7:21,31617,31607,Registered
0h 12m 37s,7/1/2014 7:21,31109,31218,Registered
0h 3m 47s,7/1/2014 7:21,31629,31613,Registered
0h 13m 48s,7/1/2014 7:21,31623,31218,Registered
0h 11m 2s,7/1/2014 7:21,31265,31250,Registered
0h 8m 13s,7/1/2014 7:22,31605,31243,Registered
0h 7m 7s,7/1/2014 7:22,31266,31624,Registered
0h 14m 5s,7/1/2014 7:22,31263,31247,Casual
0h 7m 21s,7/1/2014 7:22,31400,31109,Registered
0h 6m 59s,7/1/2014 7:22,31225,31200,Registered
0h 19m 9s,7/1/2014 7:22,31404,31227,Registered
0h 19m 40s,7/1/2014 7:22,31610,31254,Registered
0h 6m 41s,7/1/2014 7:22,31052,31007,Registered
0h 19m 6s,7/1/2014 7:22,31404,31227,Registered
0h 19m 13s,7/1/2014 7:22,31114,31217,Registered
0h 8m 16s,7/1/2014 7:22,31200,31220,Registered
0h 7m 39s,7/1/2014 7:22,31246,31220,Registered
0h 8m 26s,7/1/2014 7:23,31627,31600,Registered
0h 7m 43s,7/1/2014 7:23,31109,31201,Registered
0h 21m 40s,7/1/2014 7:23,31006,31100,Registered
0h 35m 43s,7/1/2014 7:23,32026,31310,Casual
0h 16m 26s,7/1/2014 7:23,31103,31507,Registered
0h 8m 55s,7/1/2014 7:23,31251,31603,Registered
0h 19m 7s,7/1/2014 7:23,31039,31057,Registered
0h 12m 5s,7/1/2014 7:23,31245,31246,Registered
0h 4m 57s,7/1/2014 7:23,31619,31613,Registered
0h 14m 8s,7/1/2014 7:23,31805,31272,Registered
0h 14m 10s,7/1/2014 7:23,31116,31115,Registered
0h 21m 10s,7/1/2014 7:24,31115,31224,Registered
0h 14m 1s,7/1/2014 7:24,31007,31249,Registered
0h 6m 11s,7/1/2014 7:24,31614,31627,Registered
0h 3m 46s,7/1/2014 7:24,31223,31232,Registered
0h 4m 33s,7/1/2014 7:24,31618,31623,Registered
0h 18m 52s,7/1/2014 7:24,31002,31220,Registered
0h 4m 26s,7/1/2014 7:24,31619,31613,Registered
0h 4m 43s,7/1/2014 7:24,31202,31119,Registered
0h 23m 10s,7/1/2014 7:24,31201,31243,Registered
0h 17m 25s,7/1/2014 7:24,31108,31261,Registered
0h 25m 33s,7/1/2014 7:24,31249,31016,Registered
0h 9m 37s,7/1/2014 7:25,31257,31231,Registered
0h 6m 32s,7/1/2014 7:25,31239,31229,Registered
0h 16m 47s,7/1/2014 7:25,31611,31634,Registered
0h 7m 58s,7/1/2014 7:25,31629,31243,Registered
0h 19m 28s,7/1/2014 7:25,31622,31261,Registered
0h 2m 14s,7/1/2014 7:25,31117,31119,Registered
0h 20m 21s,7/1/2014 7:25,31014,31247,Registered
0h 23m 30s,7/1/2014 7:25,31029,31238,Registered
0h 3m 31s,7/1/2014 7:25,31615,31631,Registered
0h 5m 49s,7/1/2014 7:25,31218,31264,Registered
0h 3m 24s,7/1/2014 7:25,31615,31631,Registered
0h 16m 8s,7/1/2014 7:25,31632,31271,Registered
0h 9m 36s,7/1/2014 7:25,31021,31037,Registered
0h 53m 19s,7/1/2014 7:25,31120,31207,Registered
0h 5m 47s,7/1/2014 7:25,31119,31241,Registered
0h 19m 34s,7/1/2014 7:25,31102,31225,Registered
0h 17m 24s,7/1/2014 7:25,31207,31621,Registered
0h 4m 27s,7/1/2014 7:25,31116,31268,Registered
0h 4m 18s,7/1/2014 7:25,31218,31219,Registered
0h 4m 12s,7/1/2014 7:25,31251,31256,Registered
0h 11m 30s,7/1/2014 7:26,31623,31208,Registered
0h 21m 29s,7/1/2014 7:26,31629,31200,Registered
0h 4m 44s,7/1/2014 7:26,31619,31611,Registered
0h 6m 28s,7/1/2014 7:26,31110,31212,Registered
0h 18m 37s,7/1/2014 7:26,31226,31107,Registered
0h 54m 8s,7/1/2014 7:26,31229,31229,Registered
0h 15m 21s,7/1/2014 7:26,31218,31100,Registered
0h 15m 57s,7/1/2014 7:26,31021,31022,Registered
0h 18m 54s,7/1/2014 7:26,31404,31251,Registered
0h 11m 35s,7/1/2014 7:26,31623,31208,Registered
0h 4m 21s,7/1/2014 7:26,31214,31213,Registered
0h 17m 16s,7/1/2014 7:26,31104,31219,Registered
0h 11m 26s,7/1/2014 7:27,31117,31230,Registered
0h 7m 37s,7/1/2014 7:27,31103,31109,Registered
0h 3m 25s,7/1/2014 7:27,31616,31623,Registered
0h 15m 6s,7/1/2014 7:27,31268,31236,Registered
0h 9m 29s,7/1/2014 7:27,31600,31242,Registered
0h 13m 18s,7/1/2014 7:27,31251,31222,Registered
0h 13m 32s,7/1/2014 7:27,31034,31077,Registered
0h 3m 44s,7/1/2014 7:27,31212,31213,Registered
0h 25m 16s,7/1/2014 7:27,31614,31212,Registered
0h 9m 29s,7/1/2014 7:27,31244,31634,Registered
0h 22m 47s,7/1/2014 7:27,31120,31220,Registered
0h 20m 15s,7/1/2014 7:27,31258,31624,Registered
0h 5m 32s,7/1/2014 7:28,31626,31613,Registered
0h 10m 32s,7/1/2014 7:28,31117,31224,Registered
0h 13m 49s,7/1/2014 7:28,31503,31228,Registered
0h 13m 53s,7/1/2014 7:28,31600,31220,Registered
0h 2m 15s,7/1/2014 7:28,31630,31601,Registered
0h 12m 59s,7/1/2014 7:28,31607,31623,Registered
0h 12m 10s,7/1/2014 7:28,31047,31042,Registered
0h 22m 14s,7/1/2014 7:29,31108,31254,Registered
0h 5m 13s,7/1/2014 7:29,31269,31208,Registered
0h 10m 18s,7/1/2014 7:29,31503,31600,Registered
0h 11m 38s,7/1/2014 7:29,31106,31233,Registered
0h 25m 22s,7/1/2014 7:29,31405,31313,Registered
0h 4m 7s,7/1/2014 7:29,31619,31613,Registered
0h 13m 58s,7/1/2014 7:29,31600,31259,Registered
0h 6m 3s,7/1/2014 7:29,31101,31118,Registered
0h 10m 18s,7/1/2014 7:29,31117,31234,Registered
0h 7m 39s,7/1/2014 7:29,31602,31121,Registered
0h 3m 36s,7/1/2014 7:29,31239,31201,Registered
0h 9m 47s,7/1/2014 7:29,31263,31633,Casual
0h 7m 58s,7/1/2014 7:30,31601,31610,Registered
0h 8m 6s,7/1/2014 7:30,31254,31101,Registered
0h 7m 53s,7/1/2014 7:30,31245,31200,Registered
0h 8m 19s,7/1/2014 7:30,31107,31110,Registered
0h 3m 47s,7/1/2014 7:30,31266,31221,Casual
0h 3m 9s,7/1/2014 7:30,31629,31613,Registered
0h 8m 45s,7/1/2014 7:30,31503,31241,Registered
0h 12m 0s,7/1/2014 7:30,31101,31255,Registered
0h 4m 33s,7/1/2014 7:30,31613,31272,Registered
0h 5m 14s,7/1/2014 7:30,32027,32048,Registered
0h 18m 53s,7/1/2014 7:30,31119,31236,Registered
0h 10m 54s,7/1/2014 7:30,31623,31208,Registered
0h 7m 15s,7/1/2014 7:30,31241,31212,Registered
0h 12m 12s,7/1/2014 7:30,31505,31203,Registered
0h 6m 33s,7/1/2014 7:30,31111,31102,Registered
0h 3m 42s,7/1/2014 7:31,31312,31246,Registered
0h 15m 25s,7/1/2014 7:31,31619,31256,Registered
0h 4m 22s,7/1/2014 7:31,31268,31203,Registered
0h 11m 2s,7/1/2014 7:31,31602,31241,Registered
0h 8m 21s,7/1/2014 7:31,31213,31215,Registered
0h 2m 41s,7/1/2014 7:31,31604,31228,Registered
0h 4m 30s,7/1/2014 7:31,31629,31613,Registered
0h 3m 50s,7/1/2014 7:31,31223,31263,Registered
0h 30m 38s,7/1/2014 7:31,31207,31236,Registered
0h 9m 35s,7/1/2014 7:31,31201,31253,Registered
0h 23m 21s,7/1/2014 7:31,31631,31201,Registered
0h 8m 22s,7/1/2014 7:31,31119,31239,Registered
0h 17m 12s,7/1/2014 7:31,31121,31211,Registered
0h 7m 25s,7/1/2014 7:32,31267,31231,Registered
0h 14m 11s,7/1/2014 7:32,31509,31227,Registered
0h 4m 51s,7/1/2014 7:32,31229,31200,Registered
0h 13m 8s,7/1/2014 7:32,31271,31607,Registered
0h 8m 20s,7/1/2014 7:32,31260,31247,Registered
0h 26m 6s,7/1/2014 7:32,31510,31213,Registered
0h 13m 4s,7/1/2014 7:32,31244,31613,Registered
0h 7m 59s,7/1/2014 7:32,31077,31225,Registered
0h 11m 56s,7/1/2014 7:32,31631,31271,Registered
0h 20m 50s,7/1/2014 7:32,31207,31259,Registered
0h 6m 25s,7/1/2014 7:32,31263,31100,Registered
0h 5m 51s,7/1/2014 7:32,31605,31635,Registered
0h 4m 7s,7/1/2014 7:32,31234,31100,Registered
0h 8m 32s,7/1/2014 7:32,31600,31254,Registered
0h 3m 26s,7/1/2014 7:33,31007,31012,Registered
0h 5m 58s,7/1/2014 7:33,31212,31220,Registered
0h 10m 33s,7/1/2014 7:33,31116,31241,Casual
0h 8m 11s,7/1/2014 7:33,31310,31305,Registered
0h 9m 58s,7/1/2014 7:33,31207,31406,Registered
0h 6m 24s,7/1/2014 7:33,31624,31228,Casual
0h 5m 1s,7/1/2014 7:33,32024,32034,Registered
0h 2m 24s,7/1/2014 7:33,31007,31011,Registered
0h 8m 57s,7/1/2014 7:33,31213,31260,Registered
0h 2m 23s,7/1/2014 7:33,31630,31601,Registered
0h 20m 49s,7/1/2014 7:33,31116,31633,Registered
0h 8m 34s,7/1/2014 7:34,31118,31202,Registered
0h 3m 44s,7/1/2014 7:34,31631,31623,Registered
0h 15m 26s,7/1/2014 7:34,31218,31233,Registered
0h 10m 53s,7/1/2014 7:34,31623,31208,Registered
0h 9m 50s,7/1/2014 7:34,31623,31218,Registered
0h 12m 6s,7/1/2014 7:34,31613,31633,Registered
0h 10m 4s,7/1/2014 7:34,31624,31230,Registered
0h 4m 14s,7/1/2014 7:34,31251,31222,Registered
0h 15m 21s,7/1/2014 7:34,31115,31624,Casual
0h 9m 59s,7/1/2014 7:34,31624,31230,Registered
0h 17m 40s,7/1/2014 7:34,31607,31620,Registered
0h 10m 28s,7/1/2014 7:34,31024,31051,Registered
0h 17m 51s,7/1/2014 7:34,31503,31272,Registered
0h 14m 29s,7/1/2014 7:34,31114,31252,Casual
0h 10m 12s,7/1/2014 7:34,31626,31269,Registered
0h 22m 25s,7/1/2014 7:34,31006,31258,Registered
0h 13m 7s,7/1/2014 7:34,31616,31227,Registered
0h 6m 2s,7/1/2014 7:34,31231,31206,Registered
0h 13m 36s,7/1/2014 7:34,31623,31244,Registered
0h 20m 23s,7/1/2014 7:35,31618,31235,Registered
0h 2m 51s,7/1/2014 7:35,31228,31227,Casual
0h 3m 35s,7/1/2014 7:35,31030,31017,Registered
0h 6m 54s,7/1/2014 7:35,31618,31272,Casual
0h 6m 56s,7/1/2014 7:35,31231,31220,Registered
0h 10m 13s,7/1/2014 7:35,31240,31211,Registered
0h 10m 52s,7/1/2014 7:35,31625,31631,Registered
0h 5m 41s,7/1/2014 7:35,31201,31212,Registered
0h 5m 36s,7/1/2014 7:35,31310,31300,Registered
0h 17m 50s,7/1/2014 7:35,31619,31261,Registered
0h 2m 23s,7/1/2014 7:35,31007,31011,Registered
0h 8m 57s,7/1/2014 7:35,31116,31213,Registered
0h 8m 52s,7/1/2014 7:35,31116,31252,Registered
0h 5m 46s,7/1/2014 7:35,31038,31024,Registered
0h 4m 38s,7/1/2014 7:35,31619,31613,Registered
0h 21m 43s,7/1/2014 7:36,31020,31217,Registered
0h 10m 7s,7/1/2014 7:36,31203,31228,Registered
0h 19m 31s,7/1/2014 7:36,31512,31218,Registered
0h 16m 40s,7/1/2014 7:36,31306,31014,Registered
0h 19m 41s,7/1/2014 7:36,31615,31206,Registered
0h 11m 16s,7/1/2014 7:36,31623,31218,Registered
