"source","id","title","description","manufacturer","price"
"google","http://www.google.com/base/feeds/snippets/18419792528418102523","avanquest pdf-xp5-0020 expert pdf pro 5 20 user pack uk","expert pdf pro - ( v. 5 ) - complete package - 20 users - cd - win - english - united kingdomexpert pdf pro makes it really easy to convert any document into high quality pdf files. one click and you are done! converting an excel sheet or a word ...",,"361.58 gbp"
"google","http://www.google.com/base/feeds/snippets/18429119946140479096","emc auth mgr mnt entupg/ext 15m per/u 505-750u - aut0000750ue15",,,16
"google","http://www.google.com/base/feeds/snippets/18428018889032699615","viva media llc 00257 - my sim aquarium - win 2000 xp vista","viva media llc 00257 : my sim aquarium is a virtual pet game designed for players who love fish and aquatic creatures. this simulation game turns your computer into a virtual environment for your pet fish to live in with you as their keeper. as with ...",,19.97
"google","http://www.google.com/base/feeds/snippets/18425290416182462542","ibm vmware gsx svr/vin to infra 3 starter upg - 4817v28",,,25
"google","http://www.google.com/base/feeds/snippets/18411460412071411976","sony playstation gretzky nhl 2006 psp - 98627","all-new wayne vs. wayne mode where gamers earn 99 time and can temporarily activate gretzky to go six-on-five against opponents or alternately defend against him when an opponent activates 99 time. to challenge the skill levels of all hockey ...","sony",39.95
"google","http://www.google.com/base/feeds/snippets/18411107872300792105","cakewalk 10-cwgp3.00-90c - guitar tracks pro 3.0 (3 win 00/xp cd)","cakewalk 10-cwgp3.00-90c : ·familiar multi-track recorder interface ·record and play back up to 32 audio tracks ·arrange music with point and click ease ·extensive audio editing capabilities ·superior sonic quality up to 24-bit/96 khz ·record your ...",,68.97
"google","http://www.google.com/base/feeds/snippets/18415197771734313133","adobe 38040450 - dreamweaver cs3 - complete product - web development - 1 user - complete product - academic - universal english - mac intel-based mac","adobe 38040450 : quickly and easily design develop and maintain websites and web applications - from start to finish - with adobe dreamweaver cs3 software. built for both designers and developers dreamweaver cs3 offers the choice of working in an ...",,182.97
"google","http://www.google.com/base/feeds/snippets/18414732046138774888","sonicwall 01-ssc-6779 sonicwall email transfer mailfrontier 25u 1svr","sonicwall email transfer mailfrontier 25u 1svr",,160.72
"google","http://www.google.com/base/feeds/snippets/18410632973462875697","media convergence server 7835-h2 hw/ sw callmanager 5.1 - cisco systems - mcs783",,,"5019.46 gbp"
"google","http://www.google.com/base/feeds/snippets/18411046341072063935","instant immersion italian audio (audio book)","business trip to bologna? vacation in venice? from milan to messina now you can join the conversation with instant immersion italian the dynamic audio language learning system on 8 compact discs. format: audio book",,19.95
"google","http://www.google.com/base/feeds/snippets/18411096849519146392","adobe systems inc 13102124 adobe photoshop cs 2 mac os x v.10.2.8 to 10.3","adobe photoshop cs 2 (mac os x v.10.2.8 to 10.3)","adobe systems inc",788.63
"google","http://www.google.com/base/feeds/snippets/18409957880168870961","myinvoices & estimates deluxe","effectively manage your billing and cash collection with myinvoices & estimates deluxe . create accurate invoices estimates and customer statements. track business expenses and manage inventory levels of products and supplies needed to run your ...",,39.99
"google","http://www.google.com/base/feeds/snippets/18409763485219884065","rosetta stone vietnamese level 1 homeschool edition cd-rom","rosetta stone teaches new languages through a step-by-step sequence of carefully structured lessons. new words become associated with familiar objects actions and ideas. words build to phrases and sentences in a systematic progression. level 1 ...",,179.99
"google","http://www.google.com/base/feeds/snippets/18409822956112890125","destineer inc 10316 - destineer atari arcade classics - action/adventure - mac","destineer inc 10316 : this value-packed collection features mac os x versions of three atari arcade classics! breakout: blast through pyramids castle walls barnyard obstacles and much more in this all-new edition of the arcade classic. use your ...",,17.97
"google","http://www.google.com/base/feeds/snippets/18410039913470366705","avery dennison 5695 cd/dvd design kit- lables jewel - case inserts applicator & software","avery dennison 5695 cd/dvd design kit- lables jewel - case inserts applicator & software",,26
"google","http://www.google.com/base/feeds/snippets/18409582357586283156","emc securid appl mnt - base/ ext 15mo per u 2005-2500 - app0002500be15",,,19
"google","http://www.google.com/base/feeds/snippets/18409551702230917208","equisys premium support zetafax 2007 - technical support - 1 year","equisys premium support - zetafax 2007 upgrade license - 10 users - technical support - phone consulting - 1 year - 2 h",,286.2
"google","http://www.google.com/base/feeds/snippets/18409020013623267714","wasp 633808550059 wasptime rfid clock only no software wasp clock 3100 - rf proximity reader - ethernet 0633808550059","wasp 633808550059 wasptime rfid clock only no software wasp clock 3100 - rf proximity reader - ethernet 0633808550059",,473.25
"google","http://www.google.com/base/feeds/snippets/18408932251043665247","adobe after effects (v7.0) pro mac up pro-pro - adobe - 12070227","adobe after effects is recognized as the essential tool for motiongraphics and visual effects. after effects boosts your efficiencywith superior performance and the right tools that enable you towork both faster and smarter. after effects delivers ...",,"185.32 gbp"
"google","http://www.google.com/base/feeds/snippets/18409154395025279191","adobe 09951404 solution expert annu all","solution expert annu all 09951404 adobe","adobe",233.99
"google","http://www.google.com/base/feeds/snippets/18407359366420377651","sega 68008 phantasy star universe x360 010086680089","sega 68008 phantasy star universe x360 010086680089",,29.33
"google","http://www.google.com/base/feeds/snippets/18406867413031084183","adobe creative suite (v3.0) design premium mac - adobe - 19500009","adobe creative suite 3 design premium software is the designer'sdream toolkit for print web and mobile publishing. it combinesall-new versions of essential tools for producing everything fromprofessional page layouts to rich interactive ...",,"1482.0 gbp"
"google","http://www.google.com/base/feeds/snippets/18407146647351677573","nuance communications 6309a-g03-11.0","textbridge pro 11 5u license xp 2000 me nt 98 95","nuance communications",302.11
"google","http://www.google.com/base/feeds/snippets/18406653450238248367","listen for ipod - magnetic time (win 2000 xp)","listen for ipod allows you to listen to your emails and documents on your ipod using new natural voice technology. knowledge without effort!system requirements:intel pentium ii 350 mhz minimum 128 mb ram 150 mb available hard disk space ms windows ...",,39.99
"google","http://www.google.com/base/feeds/snippets/18406460610458325212","iris card pro","with the iriscard pro you can easily scan your business cards into ms outlook ms outlook express address book and palm desktop in 600 dpi color or grayscale. release date: 04/01/2006","navarre distribution services",198.87
"google","http://www.google.com/base/feeds/snippets/18406229737596409253","watchguard wg017091 fb x 3 port & high avail upg","double the number of network ports for interdepartmental firewalling a dmz and high availability active/passive for secure failover. don't leave your business open to intellectual property loss and network downtime. protect your network from both ...",,"135.34 gbp"
